,name,archetype,position,overall,outside_scoring,athleticism,inside_scoring,playmaking,defending,rebounding,intangibles,potential,total_attributes,close_shot,mid_range_shot,three_point_shot,free_throw,shot_iq,offensive_consistency,speed,acceleration,strength,vertical,stamina,hustle,overall_durability,layup,standing_dunk,driving_dunk,post_hook,post_fade,post_control,draw_foul,hands,pass_accuracy,ball_handle,speed_with_ball,pass_iq,pass_vision,interior_defense,perimeter_defense,steal,block,lateral_quickness,help_defense_iq,pass_perception,defensive_consistency,offensive_rebound,defensive_rebound,weight,height
332,Marcus Camby,Defensive Anchor,C,80,60,74,69,37,72,86,50,87,"2,499",80,60,65,55,66,35,64,62,78,60,95,95,66,60,90,71,74,38,70,54,94,45,35,26,50,28,87,56,60,96,56,85,60,75,91,80,99,211
333,Kurt Thomas,Glass Cleaner,PF,76,65,66,64,45,58,80,98,83,"2,395",80,68,25,61,79,75,55,41,64,70,78,72,84,60,70,40,68,70,71,57,75,48,38,44,45,51,76,42,52,49,32,71,64,80,79,80,NaN,206
334,Charlie Ward,3 & D Point,PG,75,72,79,45,76,74,50,40,76,"2,538",70,72,85,71,85,50,85,85,50,91,90,76,78,74,25,30,30,35,30,44,95,75,75,85,77,70,34,82,95,51,90,80,78,80,49,50,86,188
335,Chris Dudley,Glass Cleaner,C,71,48,50,60,32,56,90,60,71,"2,034",66,40,25,40,60,55,26,25,64,38,66,49,81,41,69,42,67,67,63,67,65,32,43,25,32,29,74,32,59,51,32,75,68,55,92,88,112,216
336,David Wingate,Perimeter Defender,SG,68,66,69,49,57,61,40,90,74,"2,292",68,72,70,78,65,40,64,61,55,60,82,85,79,65,42,55,25,55,25,53,75,58,67,53,60,49,62,68,61,37,71,70,58,60,40,40,83,196
337,Herb Williams,Paint Protector,C,67,56,54,50,35,62,55,60,80,"2,034",67,35,25,75,70,65,47,47,75,28,60,42,80,29,60,40,58,35,60,49,66,39,34,29,40,31,80,25,57,82,25,74,75,80,43,67,109,208
338,Carmelo Anthony,Offensive Threat,SF,91,83,85,86,81,73,58,98,91,"3,070",64,82,79,80,98,95,87,82,82,85,95,82,79,83,75,95,70,95,88,88,95,84,94,80,94,55,73,72,78,68,80,70,74,65,45,70,108,203
339,Amar’e Stoudemire,2-Way Inside-the-Arc Scorer,PF,89,77,86,89,52,63,75,98,91,"2,885",77,82,50,77,98,80,82,79,82,95,90,85,90,77,95,95,88,90,90,79,98,52,54,62,60,34,77,52,60,70,52,75,60,60,72,77,110,208
340,Tyson Chandler,Defensive Anchor,C,85,59,71,71,39,75,88,98,88,"2,576",83,30,31,69,92,50,64,40,80,74,87,75,76,74,95,79,65,52,66,77,58,40,35,25,64,31,95,54,58,75,54,96,75,95,87,89,108,216
341,Jeremy Lin,2-Way Slashing Playmaker,PG,84,82,79,55,84,69,44,85,89,"2,713",85,92,75,79,80,80,83,83,45,80,95,84,80,75,25,45,28,45,38,88,94,78,90,82,84,88,28,79,89,45,86,78,70,75,36,52,90,191
342,J.R. Smith,Shooter,SG,80,73,79,59,73,60,40,98,85,"2,576",64,80,82,71,58,85,81,77,52,88,92,85,79,82,40,85,25,62,45,44,90,78,80,72,79,55,45,73,63,42,79,68,62,50,35,45,99,198
343,Steve Novak,Stretch Four,PF,77,86,69,49,40,41,40,98,77,"2,174",65,88,94,85,98,85,45,32,69,55,98,98,87,48,25,38,45,62,56,29,92,53,45,25,53,25,42,39,25,25,39,54,55,45,25,55,101,208
344,Landry Fields,3 & D Wing,SG,75,76,77,55,56,66,49,80,75,"2,498",72,72,77,83,85,65,75,75,67,66,90,86,79,78,40,68,38,52,44,58,64,33,70,71,68,40,45,78,77,25,82,74,74,75,51,46,NaN,201
345,Baron Davis,Diming Finisher,PG,74,61,86,53,79,58,48,60,89,"2,491",65,73,72,67,45,45,81,81,66,89,91,95,98,76,25,85,30,38,42,40,84,78,80,80,81,78,25,70,58,40,83,68,68,50,35,60,88,191
346,Jared Jeffries,Hybrid Defender,PF,74,60,74,61,57,70,72,90,78,"2,522",60,75,64,68,65,30,64,62,65,69,80,92,83,60,60,71,40,58,60,50,90,65,60,55,75,31,70,65,80,70,65,70,74,65,65,78,104,211
347,Mike Bibby,Tempo-Pushing Point,PG,72,69,72,47,76,57,45,95,82,"2,399",60,74,73,75,95,35,77,77,38,72,85,74,84,72,25,45,25,60,39,26,86,78,80,75,80,66,32,66,60,43,81,64,60,50,46,44,86,185
348,Jerry West,All-Around Threat,PG,94,91,80,64,86,82,38,80,96,"2,951",94,93,87,82,90,98,85,85,60,45,97,97,88,95,25,25,63,63,60,91,90,80,92,85,90,84,46,94,94,40,96,95,95,95,40,36,79,188
349,Elgin Baylor,2-Way Point Forward,SF,92,87,89,84,79,82,84,98,96,"3,224",89,84,75,79,98,95,87,87,88,81,98,98,84,88,60,85,81,77,93,88,98,78,79,82,78,79,75,87,69,60,89,89,89,95,82,86,101,196
350,Rudy LaRusso,Defensive Anchor,PF,82,76,77,69,62,66,84,98,86,"2,737",83,70,44,77,98,85,61,61,85,60,88,95,90,70,45,55,74,73,74,76,83,59,71,60,60,58,80,51,65,50,51,74,80,80,83,84,99,203
351,Dick Barnett,Interior Finisher,SG,79,76,74,68,66,64,53,98,87,"2,654",79,75,74,80,80,70,74,72,55,78,85,75,81,88,46,80,40,65,66,77,82,60,72,73,64,61,55,70,70,44,73,74,65,60,48,58,86,193
352,Don Nelson,Scrappy Wing,SF,69,67,58,57,56,54,71,80,70,"2,266",73,66,67,77,62,55,46,37,55,48,75,70,77,58,50,48,39,58,63,69,70,60,50,42,65,64,58,58,36,40,66,60,58,55,68,73,95,198
353,Jim King,Floor General,PG,67,71,72,44,70,50,36,60,71,"2,230",74,74,70,78,68,60,75,75,38,58,85,98,76,57,25,25,25,51,25,66,75,67,67,72,74,69,25,59,63,25,75,50,54,50,32,39,79,188
354,Jerry West,2-Way Threat,PG,96,92,80,64,91,82,35,98,96,"3,001",95,95,85,83,97,98,84,84,60,60,95,97,82,94,25,25,63,63,59,85,98,96,86,84,96,95,44,95,98,40,96,90,95,95,35,35,79,188
355,Wilt Chamberlain,Paint Beast,C,93,65,87,77,59,76,97,98,97,"2,902",78,37,25,54,98,98,77,77,98,68,98,90,99,41,98,49,91,60,90,90,98,75,44,25,77,74,95,40,59,94,40,96,85,95,96,98,124,216
356,Gail Goodrich,Sharpshooting Facilitator,SG,83,89,78,56,80,59,48,98,92,"2,683",88,92,88,77,98,90,74,77,50,58,98,98,93,75,25,25,25,60,49,89,98,82,79,71,84,85,35,72,73,27,75,72,35,80,49,47,77,185
357,Elgin Baylor,Perimeter Defender,SF,76,72,69,66,63,65,76,90,96,"2,609",75,70,70,78,77,60,66,66,70,60,75,65,78,70,50,65,77,60,66,68,73,64,66,63,62,60,60,75,55,50,80,76,62,60,75,76,101,196
358,Fred Hetzel,Multi-Position Defender,SF,76,79,70,69,51,66,61,50,77,"2,541",75,82,74,84,79,80,62,56,66,62,80,77,85,74,60,50,72,71,72,72,80,49,62,55,58,32,75,69,65,69,51,72,58,65,59,62,NaN,203
359,Rick Roberson,Glass Cleaner,C,75,53,61,69,36,57,89,67,75,"2,253",74,35,25,62,55,65,37,35,63,65,68,85,76,77,80,66,63,62,63,76,65,41,31,25,43,40,74,40,54,40,40,74,64,70,89,89,104,206
360,Keith Erickson,Pass-First Wing,SF,74,72,75,60,68,58,55,98,77,"2,521",74,68,67,80,75,70,73,61,60,79,95,77,77,75,38,81,55,55,55,49,70,70,66,67,68,69,54,60,70,35,68,60,55,60,50,60,88,183
361,Willie McCarter,Pass-First Guard,SG,68,68,69,50,72,47,31,98,75,"2,264",72,66,59,65,98,49,72,72,25,75,83,80,77,75,25,55,25,55,35,52,76,70,72,72,78,68,25,48,65,25,53,56,56,50,31,31,79,191
362,Magic Johnson,2-Way Threat,PG,97,91,90,83,96,77,79,99,98,"3,279",97,87,79,84,98,98,86,86,76,84,98,98,99,93,25,75,98,84,91,96,98,99,97,86,99,99,80,80,69,62,80,80,78,85,74,84,97,206
363,Kareem Abdul-Jabbar,Paint Beast,C,95,79,72,88,55,74,90,70,98,"2,897",94,82,31,69,98,99,58,46,74,60,95,90,82,84,95,65,99,94,98,74,98,62,58,30,79,46,96,37,56,88,37,95,85,95,84,96,101,218
364,James Worthy,Slasher,SF,86,77,83,83,62,72,56,98,95,"2,899",88,67,45,75,98,90,83,83,66,88,91,86,85,82,86,86,81,88,90,73,76,49,68,75,75,42,74,77,63,56,81,74,74,80,58,53,101,206
365,Michael Cooper,Multi-Position Defender,SG,86,77,77,63,66,88,44,70,86,"2,782",76,72,82,85,80,65,77,61,50,75,82,98,97,78,62,84,36,51,55,57,80,63,76,56,64,70,84,97,84,51,97,98,98,98,40,47,77,196
366,Byron Scott,3-Level Scorer,SG,85,89,81,62,72,64,42,98,87,"2,736",87,88,90,89,98,80,82,81,55,85,90,83,90,88,50,80,25,63,36,66,90,70,80,79,78,53,49,74,69,35,76,73,65,70,38,46,88,191
367,A.C. Green,Glass-Cleaning Lockdown,PF,82,74,75,70,43,70,85,98,85,"2,662",84,64,60,78,75,80,68,50,65,72,78,95,99,60,50,69,81,80,80,71,72,36,63,51,36,29,85,50,61,60,50,88,84,85,86,84,99,206
368,Mychal Thompson,Glass-Cleaning Lockdown,C,80,69,58,73,38,62,83,85,80,"2,428",82,74,30,74,75,80,49,49,64,30,75,60,82,74,80,40,84,82,82,74,69,45,27,39,45,36,79,45,58,61,25,78,70,80,84,82,102,208
369,Kurt Rambis,Glass-Cleaning Lockdown,PF,75,60,61,60,36,63,80,98,75,"2,282",74,69,28,76,45,70,39,25,66,47,70,97,85,47,68,42,62,54,64,68,71,40,35,25,48,30,82,34,71,55,34,80,69,80,83,76,96,203
370,Wes Matthews,Offense Initiator,PG,73,72,81,45,78,67,44,65,76,"2,510",68,74,50,81,90,70,84,84,60,85,89,85,82,75,25,35,28,32,30,42,90,82,83,84,80,62,35,74,61,50,79,75,78,80,48,39,NaN,185
371,Billy Thompson,Athletic Finisher,SF,71,57,70,69,49,58,68,80,77,"2,386",70,65,35,64,55,55,61,55,56,90,79,70,79,80,85,95,36,63,51,67,75,48,60,51,47,40,55,52,57,62,61,60,60,55,74,61,88,201
372,Frank Brickowski,Rebounder,PF,68,57,57,59,40,49,71,65,80,"2,088",64,48,45,71,56,55,25,25,77,33,75,85,80,47,70,44,63,44,51,75,75,50,42,25,54,29,65,27,64,42,27,60,54,55,78,63,108,206
373,Magic Johnson,2-Way Slashing Playmaker,PG,93,89,83,74,94,73,70,98,98,"3,099",95,79,76,90,98,98,79,79,66,65,97,95,99,94,25,50,96,60,90,81,98,99,94,78,99,98,80,80,69,32,82,79,78,85,66,74,99,206
374,James Worthy,2-Way Facilitating Finisher,SF,88,84,79,83,75,77,55,98,95,"3,009",90,75,67,79,95,95,72,72,70,80,91,80,85,78,85,84,81,88,92,66,90,79,70,68,79,77,77,80,63,42,84,92,85,95,51,59,101,206
375,Vlade Divac,Glass-Cleaning Lockdown,C,77,69,61,63,36,65,78,86,88,"2,375",67,66,62,70,75,75,36,37,70,51,78,67,90,46,69,44,67,66,68,70,75,48,30,25,47,31,78,42,71,72,42,66,70,75,74,81,109,216
376,Byron Scott,Shot Creator,SG,76,80,75,57,59,61,41,98,87,"2,500",79,82,79,79,85,75,73,72,46,84,93,67,87,80,40,80,25,63,36,52,76,55,73,73,55,40,34,74,63,37,76,73,62,65,37,45,88,193
377,A.C. Green,Paint Defender,PF,76,71,74,62,41,66,71,85,85,"2,488",72,63,62,73,80,75,60,48,70,70,78,95,99,60,50,65,60,60,55,73,75,35,63,44,35,29,82,49,61,40,49,81,80,85,76,66,99,206
378,Sam Perkins,Paint Defender,PF,75,78,60,64,39,61,66,80,82,"2,378",77,74,75,82,77,85,39,29,74,46,77,72,85,55,62,58,60,70,60,69,74,56,32,25,51,32,78,37,60,57,37,74,70,75,65,67,106,206
379,Terry Teagle,Position: SG,"Height: 6&apos5"" (196cm)",75,11,--,9,--,--,--,--,--,136,--,--,64,--,--,--,--,--,--,--,--,--,--,--,--,72,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,NaN,NaN
380,Larry Drew,Pass-First Point,PG,71,72,66,39,79,55,36,70,78,"2,264",74,70,78,77,70,62,79,79,34,49,78,63,79,65,25,25,25,29,25,45,74,80,79,79,82,77,25,65,61,27,78,62,54,70,31,41,77,185
381,Mychal Thompson,Paint Defender,C,70,65,53,55,36,55,75,98,80,"2,151",81,52,30,70,75,80,40,40,64,28,65,60,77,35,80,40,60,45,48,64,69,45,27,32,47,27,65,25,58,52,25,77,65,75,75,75,102,208
382,Elden Campbell,Paint Defender,C,69,51,53,65,30,58,75,70,78,"2,116",64,45,30,65,50,50,32,32,60,48,65,60,77,42,90,50,66,66,67,71,69,33,33,25,33,28,66,39,61,88,39,64,60,50,84,66,97,211
383,Irving Thomas,Paint Defender,PF,69,52,61,59,45,51,59,98,70,"2,138",60,50,25,57,72,50,54,51,71,61,63,60,70,69,60,40,62,62,62,60,60,45,45,52,55,27,67,30,30,59,50,69,44,60,55,63,NaN,203
384,Shaquille O’Neal,Paint Beast,C,94,67,80,83,57,77,93,98,97,"2,900",91,35,26,52,98,98,76,74,99,75,78,75,80,58,99,75,95,50,92,98,98,66,58,42,66,52,95,49,57,82,45,96,95,95,92,93,146,216
385,Kobe Bryant,2-Way 3-Level Scorer,SG,84,77,84,78,71,69,47,84,98,"2,856",85,80,77,79,68,70,89,88,55,95,88,84,88,97,70,97,40,80,70,85,85,69,76,79,70,62,48,84,80,52,84,54,78,75,47,46,90,198
386,Nick Van Exel,Playmaking Shot Creator,PG,84,85,83,48,85,55,41,70,86,"2,572",78,86,86,76,92,90,93,93,45,81,95,89,84,84,25,27,25,40,25,60,94,83,86,93,84,79,25,64,58,27,78,62,72,55,34,48,77,185
387,Eddie Jones,2-Way Sharpshooter,SG,83,84,78,65,67,80,43,98,87,"2,811",84,82,85,76,90,85,69,66,60,84,93,86,88,79,50,85,29,75,55,68,80,68,78,67,69,52,60,89,81,52,89,88,88,90,41,45,86,198
388,Rick Fox,2-Way Mid-Range Shooter,SF,80,75,77,66,68,71,50,98,80,"2,701",75,77,73,77,95,50,72,76,68,75,85,85,81,76,55,75,56,55,59,80,70,70,75,63,68,65,62,83,62,47,90,74,75,75,45,54,104,201
389,Elden Campbell,Defensive Anchor,C,76,63,59,70,31,57,85,80,78,"2,280",76,55,30,69,70,75,26,25,85,33,68,85,88,74,80,40,72,72,72,80,69,29,38,25,31,33,74,30,58,80,30,62,54,65,85,84,97,211
390,Derek Fisher,Diming Sharpshooter,PG,75,70,71,41,79,59,48,80,78,"2,363",55,83,83,80,70,50,84,84,30,66,90,68,78,76,25,25,25,35,26,37,76,86,81,84,87,55,47,68,58,30,86,73,49,60,40,55,90,185
391,Robert Horry,Stretch Four,SF,74,73,66,68,51,65,69,74,83,"2,513",80,70,80,69,70,67,52,50,65,68,78,70,80,57,88,67,60,65,70,61,77,60,60,33,60,41,70,50,77,70,50,66,70,67,69,69,99,206
392,Corie Blount,Glass Cleaner,PF,70,59,57,54,35,55,80,98,70,"2,128",70,59,32,70,90,35,35,27,68,60,65,60,81,43,83,43,50,40,35,70,68,47,28,25,44,30,70,36,61,56,36,58,71,55,84,75,108,206
393,Jon Barry,Shooter,SG,69,75,65,45,68,47,42,98,75,"2,238",68,80,82,93,80,45,67,60,48,45,83,76,75,50,25,44,25,51,25,61,82,68,70,63,68,69,25,52,87,40,57,48,25,45,37,46,88,193
394,Kobe Bryant,2-Way Playshot,SG,98,92,89,78,82,82,57,98,98,"3,173",96,94,79,85,98,98,88,87,75,88,98,98,87,98,35,95,66,74,68,92,97,78,89,86,79,80,68,95,77,51,95,85,89,95,55,59,90,198
395,Shaquille O’Neal,Diming Paint Beast,C,98,68,86,88,68,81,98,85,98,"3,077",98,35,26,52,98,98,76,74,99,80,98,95,81,78,99,79,97,58,98,98,98,77,64,42,80,75,95,49,74,95,45,98,95,95,98,97,146,216
396,Horace Grant,Defensive Anchor,PF,80,74,71,72,41,66,76,98,85,"2,582",73,78,45,77,98,70,60,60,80,55,80,80,80,52,80,62,75,75,75,57,98,49,36,40,48,34,86,41,58,57,41,84,74,90,72,79,97,208
397,Rick Fox,2-Way Shooter,SF,79,72,78,63,69,72,50,98,80,"2,675",63,77,84,77,98,30,72,76,68,75,85,87,81,77,55,75,56,60,59,50,73,70,75,66,71,65,78,83,62,47,90,48,85,80,45,54,104,201
398,Derek Fisher,2-Way Diming Sharpshooter,PG,77,77,71,42,79,60,48,80,78,"2,425",65,86,88,81,84,60,84,84,30,66,90,68,78,73,25,25,25,35,26,50,76,86,81,84,87,55,47,77,58,30,86,73,49,60,40,55,90,185
399,Robert Horry,Stretch Four,PF,76,76,66,67,50,62,60,90,83,"2,495",74,60,84,71,94,75,52,50,65,68,78,70,80,57,88,67,60,65,70,49,77,60,60,25,60,44,70,50,63,63,50,66,70,67,58,62,99,206
400,Isaiah Rider,3-Level Scorer,SG,75,79,78,65,62,57,49,77,85,"2,554",81,80,84,85,76,65,73,85,44,97,85,66,93,79,55,94,44,58,55,57,74,52,76,73,50,60,49,73,59,35,76,64,53,45,46,51,97,196
401,Ron Harper,Perimeter Lockdown,PG,73,73,74,55,68,73,51,74,85,"2,576",74,70,70,70,79,73,68,67,57,74,89,82,84,70,40,60,36,55,51,45,82,66,80,69,65,59,44,82,63,55,89,83,80,85,47,54,83,198
402,Mark Madsen,Paint Protector,PF,73,63,71,64,40,57,73,71,75,"2,334",66,70,30,70,86,55,63,35,80,65,82,95,75,55,60,65,68,62,68,53,84,29,37,33,69,30,68,41,55,47,41,69,66,70,86,60,108,206
403,Mike Penberthy,Diming Sharpshooter,PG,73,80,71,46,75,54,39,65,74,"2,364",72,82,84,90,80,70,72,72,34,59,91,85,83,74,25,25,30,32,36,64,85,77,70,71,77,78,30,70,43,35,69,65,68,50,31,46,NaN,191
404,Tyronn Lue,3-Level Scorer,PG,72,74,70,44,76,61,36,72,78,"2,371",82,79,76,75,79,50,78,78,40,65,88,70,74,77,25,30,27,39,29,49,73,84,80,77,83,56,54,72,67,25,83,76,59,50,31,41,79,183
405,Brian Shaw,Tempo-Pushing Guard,SG,72,70,67,50,78,56,53,98,75,"2,407",75,69,70,79,75,50,62,64,46,60,84,75,80,70,25,48,36,44,55,42,80,88,78,65,90,70,50,62,61,50,66,60,50,50,40,65,86,198
406,Devean George,Scrappy Wing,SF,71,60,79,56,47,54,60,80,74,"2,297",72,60,70,65,62,30,73,72,63,91,83,78,93,75,35,77,30,50,52,66,61,40,70,57,41,29,39,63,60,57,70,55,50,35,58,61,99,203
407,Greg Foster,Paint Protector,PF,69,63,53,56,39,57,69,98,69,"2,140",66,50,48,77,66,70,31,25,70,30,60,70,82,48,71,40,44,63,62,54,62,45,45,25,48,31,68,39,55,55,28,68,70,70,68,69,108,211
408,Shaquille O’Neal,Diming Paint Beast,C,97,66,88,89,71,78,97,90,99,"3,082",98,35,26,49,98,90,73,72,99,80,98,98,98,78,99,79,97,65,98,98,98,79,64,42,90,79,90,49,74,97,45,95,85,85,96,97,146,216
409,Kobe Bryant,2-Way Playshot,SG,96,91,86,76,84,81,50,90,99,"3,108",92,94,79,85,97,98,88,87,70,88,98,85,83,98,35,85,57,74,68,92,97,85,89,86,85,75,62,96,67,51,96,90,92,95,46,54,92,198
410,Karl Malone,2-Way Inside-the-Arc Scorer,PF,84,81,73,82,58,62,76,85,99,"2,777",88,80,50,75,95,98,52,50,85,50,85,92,99,72,75,75,65,96,95,93,85,68,60,27,66,70,80,39,63,56,39,78,60,80,70,82,113,206
411,Gary Payton,2-Way Slashing Playmaker,PG,83,81,81,67,86,77,46,50,96,"2,869",95,74,74,71,88,85,83,83,65,70,88,85,93,87,25,42,60,83,85,55,98,92,89,82,90,78,60,88,90,37,90,82,80,85,45,46,81,193
412,Horace Grant,2-Way Inside-the-Arc Scorer,PF,75,67,70,69,41,64,68,50,85,"2,439",88,78,45,72,80,40,60,60,80,55,75,80,80,52,80,62,75,75,75,47,87,49,36,40,48,34,85,41,58,57,41,74,74,85,72,64,97,208
413,Rick Fox,Shooter,SF,75,65,78,63,69,66,50,70,80,"2,563",63,77,84,73,60,30,72,76,68,75,85,87,81,77,55,75,56,60,59,50,73,70,75,66,71,65,78,73,62,47,90,48,68,65,45,54,104,201
414,Devean George,3PT Shooter,SF,75,72,79,56,47,58,60,98,75,"2,426",72,72,78,76,82,50,73,72,63,91,85,78,93,75,35,77,30,50,52,66,61,40,70,57,41,29,39,70,60,57,70,65,50,55,58,61,99,203
415,Bryon Russell,Sharpshooter,SF,74,73,73,57,59,64,41,65,80,"2,431",70,87,82,77,77,45,67,67,67,65,84,70,88,74,50,62,30,63,44,48,82,55,72,64,57,49,55,64,61,40,71,70,72,75,35,47,103,203
416,Brian Cook,Stretch Four,C,74,81,53,51,45,57,72,98,74,"2,269",74,79,84,83,98,69,46,40,57,42,70,54,63,48,63,54,54,54,52,25,60,46,43,46,45,46,64,46,70,69,41,57,63,49,66,77,NaN,206
417,Derek Fisher,Position: PG / SG,"Height: 6&apos1"" (185cm) | Weight: 200lbs (90kg)",73,70,71,41,78,58,48,95,78,"2,361",55,81,70,80,84,50,82,82,30,66,90,68,78,76,25,25,25,35,26,37,76,86,81,80,87,55,47,68,58,30,78,73,49,60,40,55,NaN,NaN
418,Luke Walton,Ball Hawk,PF,73,72,70,56,67,60,60,80,76,"2,464",82,68,73,71,78,60,69,69,58,65,76,83,70,72,40,48,55,61,58,50,64,74,55,65,72,71,55,58,79,51,58,65,55,60,61,59,106,203
419,Kareem Rush,3-Level Scorer,SG,70,69,75,58,63,50,42,50,75,"2,328",82,85,76,60,70,40,76,76,50,75,85,85,78,80,45,75,38,35,38,62,94,68,79,74,62,30,35,55,60,40,68,59,44,40,37,47,NaN,198
420,Jamal Sampson,Paint Protector,C,68,50,57,48,28,60,75,98,72,"2,021",72,44,25,58,51,50,31,25,72,38,72,77,84,50,55,30,58,57,54,35,43,29,35,25,26,25,72,40,56,59,51,66,67,70,68,81,NaN,211
421,Shaquille O’Neal,Paint Beast,C,94,68,79,83,53,77,87,98,97,"2,878",97,37,26,53,98,98,79,29,99,79,85,98,83,58,99,75,97,50,92,97,98,55,58,49,52,51,95,45,60,88,45,96,92,97,86,87,146,216
422,Penny Hardaway,Slashing Playmaker,PG,86,85,81,76,83,70,48,85,93,"2,923",89,80,80,76,92,90,82,82,58,83,94,86,82,93,70,86,55,65,70,76,89,80,94,82,84,74,55,78,71,40,86,79,68,80,53,43,88,201
423,Nick Anderson,3 & D Off Guard,SG,83,85,74,72,71,71,48,98,86,"2,815",84,82,88,70,98,90,61,61,80,70,92,77,79,84,60,75,55,63,55,88,98,76,79,59,78,65,60,79,73,40,79,79,79,80,44,51,92,198
424,Horace Grant,Glass-Cleaning Lockdown,PF,82,72,72,71,44,69,76,98,85,"2,612",73,78,45,69,98,70,66,66,80,55,80,80,80,52,80,62,75,75,75,62,87,49,36,49,48,37,92,41,61,62,41,84,74,95,75,77,97,208
425,Dennis Scott,Sharpshooter,SF,82,86,72,58,59,64,41,98,81,"2,556",80,91,89,75,98,85,66,66,67,65,84,70,88,74,50,62,30,63,44,61,82,55,72,64,57,49,55,64,61,40,71,70,72,75,35,47,103,203
426,Brian Shaw,Pass-First Point,PG,74,72,71,51,81,59,47,98,75,"2,484",75,69,70,73,75,70,76,76,46,60,84,75,80,70,25,48,36,44,55,49,80,88,78,76,90,74,50,62,65,42,76,60,50,70,41,53,86,198
427,Donald Royal,Perimeter Defender,SF,73,65,71,61,61,65,63,90,74,"2,490",74,57,45,74,74,65,61,61,63,74,81,80,79,79,61,61,25,58,50,76,77,62,70,57,61,55,55,72,59,40,77,70,72,75,61,65,95,203
428,Jeff Turner,3PT Shooter,SF,71,74,61,52,43,56,55,90,72,"2,225",75,74,82,89,62,60,44,40,58,50,77,80,80,47,56,46,38,58,51,49,74,40,53,42,41,37,52,58,58,35,66,63,58,60,48,62,104,206
429,Tree Rollins,Paint Defender,C,70,50,56,48,29,62,63,68,78,"1,989",57,35,25,67,56,60,52,52,80,25,60,48,76,28,70,40,50,40,40,56,59,32,26,29,32,27,80,25,55,85,25,82,58,85,63,63,106,216
430,Anthony Bowie,Mid-Range Specialist,SG,70,75,68,49,64,59,47,71,75,"2,338",77,89,68,83,65,65,58,52,55,65,78,85,80,64,35,57,25,55,25,53,75,68,70,57,60,65,55,58,64,51,62,62,58,60,50,43,86,198
431,Dirk Nowitzki,2-Way 3-Level Scorer,PF,92,93,67,79,57,61,83,98,97,"2,789",94,96,85,88,98,98,46,40,68,40,98,98,82,75,65,48,69,99,96,78,98,60,57,25,90,51,79,49,63,60,33,70,68,65,79,86,107,213
432,Steve Nash,Versatile Offensive Force,PG,88,88,75,50,89,58,40,85,95,"2,617",85,84,90,90,98,80,84,84,40,55,95,85,82,92,25,28,28,25,30,71,98,95,91,84,95,82,25,65,62,30,78,67,75,60,37,42,88,191
433,Michael Finley,3-Level Scorer,SF,82,83,73,72,61,58,52,98,88,"2,645",90,79,84,83,82,80,63,73,43,81,95,73,86,84,55,88,60,75,66,65,84,57,78,63,56,49,63,71,61,40,77,66,51,35,47,56,97,201
434,Nick Van Exel,Playmaking Shot Creator,SG,82,85,83,47,81,61,49,98,86,"2,640",78,86,84,76,98,85,79,84,59,81,98,98,84,82,25,27,25,40,25,60,95,75,82,86,90,72,39,64,58,39,67,69,79,70,49,48,77,185
435,Raef LaFrentz,2-Way Stretch Five,C,78,81,59,70,40,63,64,85,78,"2,454",81,82,84,69,85,85,41,42,74,43,84,60,71,53,70,55,84,82,84,53,79,34,45,25,68,30,77,45,58,81,45,70,60,65,66,61,108,211
436,Shawn Bradley,2-Way Interior Finisher,C,75,63,48,71,30,65,73,75,82,"2,248",76,52,25,80,75,70,25,25,48,31,77,50,81,47,95,45,82,68,72,67,90,30,30,25,34,29,80,26,64,92,26,84,64,80,68,78,106,229
437,Eduardo Najera,3PT Specialist,SF,75,76,66,50,56,56,63,90,75,"2,345",68,75,88,67,84,75,50,67,35,63,92,76,82,75,25,55,30,45,36,65,72,65,76,39,68,32,38,59,64,55,67,60,56,50,67,59,108,203
438,Walt Williams,3PT Shooter,SF,74,73,61,54,50,65,56,90,74,"2,344",69,75,81,62,84,65,58,56,49,69,78,35,81,71,40,65,44,55,51,45,64,52,70,36,58,34,48,74,64,56,79,72,58,70,50,62,99,203
439,Tariq Abdul-Wahad,Interior Finisher,SG,73,68,74,52,69,60,62,95,75,"2,460",85,69,61,50,85,60,76,76,58,78,78,69,81,68,30,75,45,45,45,33,73,68,74,76,68,61,44,68,43,51,73,68,68,65,62,61,NaN,198
440,Raja Bell,Shooter,SG,72,63,81,51,66,60,47,73,75,"2,413",61,78,88,67,51,35,82,80,60,94,86,88,78,74,40,77,25,60,35,40,60,70,78,82,68,33,58,74,71,37,74,62,55,50,47,47,NaN,196
441,Avery Johnson,Tempo-Pushing Point,PG,71,64,73,43,77,63,38,70,80,"2,349",80,75,50,76,75,30,76,73,58,60,91,70,86,72,25,25,25,29,25,65,75,74,79,82,77,71,55,73,63,30,89,75,55,60,37,38,79,178
442,Adrian Griffin,Inside the Arc Scorer,SG,71,77,66,53,58,62,61,80,71,"2,403",88,83,68,84,78,60,69,64,41,72,81,61,75,72,35,75,33,48,43,37,80,58,74,60,54,42,40,63,83,32,67,69,77,65,60,61,98,196
443,Popeye Jones,Paint Protector,PF,68,53,66,49,38,47,68,98,82,"2,048",62,54,25,75,66,35,39,41,69,61,80,85,84,51,40,25,58,60,59,49,51,44,30,27,47,41,64,32,33,41,41,48,55,60,66,70,NaN,203
