,name,archetype,position,overall,outside_scoring,athleticism,inside_scoring,playmaking,defending,rebounding,intangibles,potential,total_attributes,close_shot,mid_range_shot,three_point_shot,free_throw,shot_iq,offensive_consistency,speed,acceleration,strength,vertical,stamina,hustle,overall_durability,layup,standing_dunk,driving_dunk,post_hook,post_fade,post_control,draw_foul,hands,pass_accuracy,ball_handle,speed_with_ball,pass_iq,pass_vision,interior_defense,perimeter_defense,steal,block,lateral_quickness,help_defense_iq,pass_perception,defensive_consistency,offensive_rebound,defensive_rebound,anchor,backdown_punisher,boxout_beast,brick_wall,clutch_shooter,dream_shake,dropstepper,masher,post_move_lockdown,post_playmaker,post_spin_technician,rise_up,vice_grip,aerial_wizard,amped,break_starter,bully,fearless_finisher,middy_magician,pogo_stick,pro_touch,volume_shooter,agent_3,catch_and_shoot,claymore,green_machine,needle_threader,rebound_chaser,acrobat,ankle_breaker,bail_out,blinders,deadeye,dimer,floor_general,guard_up,handles_for_days,hyperdrive,killer_combos,slithery,space_creator,special_delivery,clamp_breaker,giant_slayer,limitless_range,unpluckable,fast_twitch,mismatch_expert,quick_first_step,slippery_off_ball,corner_specialist,glove,interceptor,ankle_braces,challenger,clamps,menace,off_ball_pest,pick_dodger,chase_down_artist,work_horse,comeback_kid,posterizer,limitless_takeoff,rhythm_shooter,weight,height
808,Blake Wesley,Slasher,PG,71,69,75,63,70,56,49,65,80,"2,484",72,73,72,66,70,60,78,78,40,84,92,75,80,74,40,86,54,57,50,59,80,69,83,77,68,54,49,71,41,42,74,60,63,50,34,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,196
809,Joe Wieskamp,Athletic Finisher,SG,70,66,75,53,61,48,36,70,74,"2,243",65,72,75,68,65,50,84,84,30,85,80,84,80,72,30,75,35,34,30,54,90,64,71,75,63,30,35,60,36,51,66,50,44,40,35,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,198
810,Romeo Langford,3PT Shooter,SG,70,67,76,53,65,55,49,50,74,"2,344",82,72,77,72,45,55,81,81,42,81,92,75,80,73,35,65,35,58,37,44,80,70,79,78,69,28,42,65,42,58,76,69,50,35,46,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,196
811,Jordan Hall,3PT Shooter,SF,67,61,70,58,67,56,47,30,70,"2,291",70,70,76,74,40,35,66,67,62,66,85,64,80,70,55,55,55,57,57,42,70,65,74,65,66,63,50,60,50,44,65,65,60,55,44,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,201
812,Dominick Barlow,Rebounder,SF,66,60,70,58,55,50,62,50,73,"2,235",69,68,70,70,40,40,68,68,62,75,80,60,80,65,60,75,52,50,52,35,75,51,69,64,52,37,50,47,37,65,57,57,49,40,57,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,208
813,Tim Duncan,2-Way Inside-the-Arc Scorer,PF,98,88,86,87,61,87,95,98,98,"3,213",95,95,75,67,98,98,66,63,96,80,98,98,98,78,80,65,98,93,98,89,98,68,55,60,68,55,98,64,74,96,75,98,92,98,94,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,211
814,David Robinson,2-Way Inside-the-Arc Scorer,C,96,88,77,87,47,81,87,70,96,"2,989",94,93,71,73,96,98,70,63,95,80,85,66,83,80,90,60,92,97,97,93,90,40,54,30,48,62,97,61,61,86,61,98,88,98,86,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,216
815,George Gervin,2-Way 3-Level Scorer,SF,94,91,90,87,75,82,86,98,96,"3,269",97,90,79,86,98,98,93,88,70,95,98,98,90,99,60,95,79,88,78,95,98,75,80,83,75,64,70,88,78,65,86,85,88,95,84,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,201
816,Kawhi Leonard,2-Way 3-Level Scorer,SF,94,89,84,79,77,86,54,95,95,"3,132",97,92,84,88,90,85,84,78,75,79,94,98,82,85,55,86,50,88,85,88,98,79,82,80,78,68,62,98,79,57,98,97,97,98,43,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,201
817,Tony Parker,All-Around Threat,PG,94,93,86,60,92,75,39,80,94,"2,950",95,95,89,85,97,95,98,96,50,85,95,95,85,97,25,30,30,58,58,82,98,94,95,98,95,80,54,80,85,35,89,84,92,80,30,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,188
818,Louie Dampier,2-Way Playshot,PG,89,89,83,57,87,79,55,80,96,"2,924",88,90,80,85,98,95,88,88,40,80,95,97,95,96,25,25,40,44,44,80,98,88,90,88,89,82,75,85,72,70,87,80,82,80,54,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,183
819,Larry Kenon,2-Way Inside-the-Arc Scorer,SF,88,86,78,76,68,81,86,98,88,"3,014",89,85,65,85,98,95,80,80,60,82,98,75,73,84,35,90,74,72,70,86,98,68,75,68,68,59,83,82,84,62,79,85,85,85,88,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,206
820,Sean Elliott,2-Way 3-Level Scorer,SF,87,90,74,72,67,71,44,98,87,"2,808",89,84,94,86,98,90,74,68,64,70,92,72,78,85,65,75,60,70,65,80,79,67,70,65,67,64,68,83,60,50,83,83,68,70,34,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,203
821,LaMarcus Aldridge,Inside the Arc Glass Cleaner,PF,86,85,72,83,50,63,81,70,88,"2,745",95,85,62,85,90,90,43,46,87,62,95,90,80,78,70,69,92,92,92,78,92,55,42,38,70,43,74,48,35,73,52,83,70,70,79,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,211
822,James Silas,All-Around Threat,SG,86,91,81,59,84,65,60,98,86,"2,828",88,92,82,89,98,95,84,84,44,84,98,98,77,86,25,30,39,66,38,89,98,82,86,84,82,87,30,79,60,40,73,83,69,85,59,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,185
823,Bruce Bowen,2-Way Sharpshooter,SF,86,82,79,62,68,83,42,80,86,"2,791",70,88,91,63,80,98,78,75,75,67,91,85,80,70,35,65,35,48,74,79,90,77,76,68,80,38,64,96,69,61,96,95,88,97,36,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,201
824,Artis Gilmore,Paint Beast,C,85,73,74,76,47,72,82,60,85,"2,684",88,71,34,70,88,85,61,50,91,72,83,80,81,75,70,55,84,80,89,78,80,58,44,25,54,55,83,49,60,90,49,84,80,80,80,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,218
825,Johnny Moore,2-Way Playshot,PG,84,80,75,50,91,68,47,40,84,"2,630",79,78,76,85,82,80,85,85,34,82,88,73,80,84,25,25,25,40,26,88,89,95,86,85,95,96,38,75,84,37,85,74,84,70,38,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,193
826,Avery Johnson,2-Way Slashing Playmaker,PG,82,76,82,45,91,71,35,40,83,"2,608",75,78,62,72,85,85,86,90,58,75,91,90,86,88,25,25,25,29,25,56,85,94,88,91,92,92,55,88,63,37,85,82,78,80,32,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,178
827,Devin Booker,Versatile Offensive Force,SG,91,93,77,76,86,59,47,98,92,"2,890",92,94,87,86,98,98,79,79,49,74,95,85,81,92,30,75,74,79,82,91,85,89,92,76,92,79,38,74,46,50,74,65,62,65,35,58,,,,,1.0,,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,93,196
828,Chris Paul,2-Way Slashing Playmaker,PG,90,85,77,57,91,77,44,75,95,"2,836",95,97,74,84,85,75,80,80,62,75,90,75,77,88,25,27,40,55,70,60,90,96,93,80,96,91,61,90,83,45,90,90,75,85,30,57,,,,,1.0,,,,,,,,,,1.0,1.0,,,1.0,,1.0,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,79,183
829,Deandre Ayton,2-Way Inside-the-Arc Scorer,C,85,83,79,79,55,62,78,80,86,"2,775",97,89,70,62,85,95,75,65,85,82,90,76,81,75,90,75,85,75,85,62,82,53,61,55,70,34,78,49,38,61,61,78,69,65,68,88,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,113,211
830,Mikal Bridges,2-Way Inside-Out Scorer,SF,83,88,83,57,71,73,45,98,86,"2,775",97,70,80,88,98,95,80,80,62,85,92,95,84,75,40,75,35,42,54,55,80,78,79,72,88,36,69,82,46,51,86,82,86,85,39,50,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,94,198
831,Cameron Johnson,Inside-Out Scorer,PF,80,84,75,66,52,62,50,80,81,"2,569",88,62,86,87,89,90,70,69,60,79,85,86,78,79,60,60,69,69,69,64,57,59,59,43,66,34,65,69,46,45,70,64,68,65,38,61,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,95,203
832,Cameron Payne,3-Level Shot Creator,PG,76,85,72,47,78,50,46,55,78,"2,399",80,92,77,84,85,90,75,75,39,72,82,75,84,83,25,25,25,36,31,80,72,75,86,75,79,75,31,60,43,51,70,51,52,40,35,56,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,185
833,Dario Saric,Inside-Out Scorer,C,76,78,72,72,65,57,63,60,77,"2,593",80,65,78,87,80,80,63,69,65,60,82,86,81,79,45,70,74,74,81,60,92,75,69,57,84,41,70,49,49,35,61,74,50,65,55,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,208
834,Jae Crowder,2-Way 3-Level Scorer,PF,76,77,81,66,65,75,52,40,77,"2,698",92,86,78,80,80,45,68,69,82,73,93,93,89,77,70,60,63,65,60,47,85,65,75,66,83,35,70,78,73,53,79,80,90,75,34,70,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,106,198
835,Torrey Craig,2-Way Inside-Out Scorer,SF,74,72,63,60,53,71,59,70,76,"2,440",89,60,76,77,70,60,63,61,49,73,80,35,80,79,35,60,50,62,55,65,70,52,69,58,50,34,74,79,42,60,80,79,75,75,54,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,201
836,Landry Shamet,Inside-Out Scorer,SG,73,83,77,50,71,47,38,65,76,"2,381",77,74,80,86,94,85,85,85,41,80,85,81,81,79,35,50,30,38,26,62,76,79,78,82,77,39,25,60,36,40,76,57,50,35,31,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,193
837,Damion Lee,Inside-Out Scorer,SG,73,81,71,58,58,54,50,85,74,"2,426",84,65,77,85,95,80,68,68,55,75,80,70,79,79,40,65,44,48,51,62,78,62,70,66,57,33,57,60,43,37,74,60,66,35,36,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,196
838,Duane Washington Jr.,Shooter,PG,72,79,71,52,67,52,38,70,74,"2,353",74,76,81,84,84,75,79,79,42,72,80,65,80,78,45,40,29,32,44,69,80,66,74,76,68,50,47,62,41,32,70,65,55,40,27,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,191
839,Frank Jackson,Inside the Arc Scorer,SG,72,81,79,51,65,50,37,60,74,"2,383",79,88,73,83,88,75,85,85,41,95,85,81,81,79,35,65,30,38,26,60,76,70,77,84,60,34,25,62,38,42,70,60,60,45,33,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,191
840,Bismack Biyombo,Defensive Anchor,C,72,46,71,57,38,64,84,40,73,"2,214",89,62,25,45,25,30,48,48,80,63,79,95,83,60,80,68,48,45,54,69,35,25,35,25,74,32,82,50,38,82,55,85,54,65,88,80,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,115,203
841,Josh Okogie,Perimeter Lockdown,SF,71,66,79,47,64,74,50,65,75,"2,476",71,69,72,60,80,45,90,90,46,92,80,75,82,70,30,75,30,32,28,40,70,69,76,81,62,32,50,81,73,62,83,81,84,75,54,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,193
842,Timothe Luwawu-Cabarrot,3PT Shot Creator,SF,71,65,75,57,66,59,44,65,74,"2,395",53,65,80,81,65,45,79,79,42,84,85,78,81,78,40,75,35,51,38,55,82,75,74,73,74,33,55,75,42,45,76,77,54,45,37,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,201
843,Jock Landale,Paint Protector,C,70,69,69,61,52,53,68,55,75,"2,329",74,64,75,78,68,55,54,54,64,75,80,75,80,60,65,60,60,60,60,40,80,58,52,45,64,41,65,48,35,60,48,62,60,45,75,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,211
844,Ish Wainright,Ball Hawk,SG,70,66,82,56,54,69,55,30,73,"2,455",68,66,71,75,75,40,81,81,82,75,88,90,80,69,50,60,49,48,50,44,81,52,68,66,54,30,68,69,83,55,80,69,66,60,65,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,196
845,Steve Nash,All-Around Threat,PG,96,95,83,52,96,72,60,98,96,"2,939",94,94,94,91,98,98,93,93,50,65,98,98,82,97,25,25,28,25,30,88,98,98,93,94,99,98,25,80,88,30,87,87,92,90,59,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,191
846,Dennis Johnson,2-Way Slashing Playmaker,PG,94,83,83,61,88,83,49,80,94,"2,944",95,88,68,82,86,80,88,88,67,75,91,87,85,93,31,31,46,66,60,75,87,92,89,88,94,78,73,97,71,49,97,97,81,98,47,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,193
847,Amar’e Stoudemire,2-Way Inside-the-Arc Scorer,PF,92,89,85,89,54,65,89,90,92,"2,995",93,94,75,77,98,98,78,78,82,95,90,85,90,77,95,96,88,90,92,79,98,52,54,69,60,34,86,44,60,80,44,85,60,60,88,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,208
848,Shawn Marion,2-Way 3-Level Scorer,SF,91,89,83,84,62,76,89,98,91,"3,070",95,88,79,83,98,90,75,75,70,88,95,90,85,88,70,85,82,84,80,86,95,60,61,66,90,34,86,84,77,65,84,80,65,70,88,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,201
849,Walter Davis,2-Way 3-Level Shot Creator,SG,90,92,83,81,78,67,51,95,90,"2,992",97,95,76,88,98,98,83,83,54,88,98,85,91,95,60,90,75,77,74,84,90,78,86,75,78,74,40,83,64,37,84,80,73,75,44,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,198
850,Jason Kidd,2-Way Slashing Playmaker,PG,90,80,82,55,94,75,50,90,90,"2,842",80,84,74,69,90,80,94,94,58,78,93,80,77,85,25,29,40,55,48,65,95,94,93,94,95,95,70,85,85,30,89,80,80,80,37,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,193
851,Kevin Johnson,2-Way Playshot,PG,89,88,82,67,89,72,49,85,94,"2,934",84,86,81,85,97,95,91,90,48,80,94,85,85,92,40,80,40,58,45,85,98,80,89,91,95,92,45,76,79,54,86,79,78,75,53,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,185
852,Charlie Scott,2-Way Playshot,PG,89,90,84,73,83,76,61,95,93,"3,043",94,93,78,80,97,98,88,88,69,81,95,85,82,92,70,75,50,60,54,88,94,84,86,88,80,79,65,84,78,44,87,82,80,85,58,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,196
853,Tom Chambers,2-Way 3-Level Scorer,PF,89,89,85,88,54,65,89,65,89,"2,961",90,88,80,86,95,95,68,68,84,92,97,97,90,78,95,95,86,85,90,80,98,52,72,39,64,45,82,42,60,60,42,79,75,80,88,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,208
854,Dick Van Arsdale,2-Way Sharpshooter,SG,88,89,77,67,74,85,57,80,90,"2,939",79,92,90,86,90,95,73,71,55,67,91,85,94,86,35,65,35,75,68,79,90,79,79,71,82,60,64,90,90,78,93,90,88,90,48,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,196
855,Devin Booker,Versatile Offensive Force,SG,88,93,77,73,83,59,44,65,89,"2,809",97,94,86,86,95,98,79,79,49,74,95,85,81,88,30,75,69,74,70,91,85,83,87,76,90,77,38,74,52,44,74,65,62,65,33,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,198
856,Dan Majerle,2-Way Sharpshooter,SG,88,86,83,68,75,80,59,98,88,"2,961",84,88,89,78,98,80,75,74,79,75,98,98,85,86,50,76,45,59,50,80,98,74,78,73,74,75,70,89,79,35,89,92,90,95,59,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,198
857,Larry Nance,2-Way Inside-the-Arc Scorer,SF,88,83,76,83,51,84,70,98,88,"2,953",88,84,55,77,98,95,68,60,70,90,91,77,78,78,90,95,83,83,83,82,73,51,50,53,51,49,93,87,60,74,87,94,85,95,66,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,208
858,Paul Westphal,All-Around Threat,SG,88,91,79,65,82,71,58,85,88,"2,884",91,92,85,86,98,95,75,76,50,75,98,98,82,95,25,48,40,74,51,89,98,84,86,75,84,79,38,80,88,28,81,77,85,90,57,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,193
859,Alvan Adams,2-Way Inside-the-Arc Scorer,C,85,85,77,81,49,68,89,50,85,"2,792",94,87,52,83,98,95,63,60,88,80,95,74,76,70,85,65,82,85,89,85,88,35,35,38,78,59,83,42,56,81,42,82,69,85,89,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,206
860,Shai Gilgeous-Alexander,2-Way Slashing Playmaker,PG,87,89,83,77,88,70,57,98,88,"3,028",94,87,75,83,98,98,86,86,60,85,94,90,80,94,40,75,66,73,72,94,98,90,90,85,90,84,61,78,53,62,82,75,76,75,54,59,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,1.0,,,,1.0,,,,1.0,,,1.0,,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,81,198
861,Josh Giddey,Inside the Arc Combo Guard,SG,82,82,77,68,87,61,64,98,90,"2,818",87,79,70,70,98,90,76,76,60,74,88,85,80,87,45,65,55,58,55,82,95,92,86,76,92,90,50,69,53,51,73,69,66,60,53,75,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,92,203
862,Chet Holmgren,Defensive Anchor,PF,77,71,75,70,59,71,80,60,89,"2,680",77,71,75,72,70,60,75,75,45,75,87,85,80,70,75,75,69,68,68,52,85,60,65,67,59,44,77,59,52,88,69,80,72,70,80,80,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,88,213
863,Luguentz Dort,2-Way Inside-Out Scorer,SG,77,79,83,59,62,70,44,65,80,"2,623",83,63,76,84,90,75,79,78,70,87,92,94,80,86,50,85,40,38,44,60,72,62,72,76,62,36,52,83,41,50,86,82,82,80,36,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,97,191
864,Darius Bazley,Interior Finisher,PF,76,77,75,65,54,56,59,98,78,"2,517",83,70,72,69,85,80,73,75,60,82,80,75,80,79,50,80,59,54,50,69,80,50,69,70,47,34,55,56,43,73,67,60,59,35,43,75,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,203
865,Tre Mann,Inside-Out Shot Creator,PG,75,82,73,58,71,55,43,75,79,"2,500",82,74,80,76,92,90,74,74,53,68,88,75,80,83,25,60,35,55,60,59,85,80,83,73,78,41,49,66,49,45,69,60,59,40,34,52,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,191
866,Aleksej Pokusevski,Hybrid Defender,SF,75,78,65,63,58,59,67,85,78,"2,482",84,71,71,79,95,70,60,60,49,60,84,60,79,76,70,70,54,54,62,40,75,59,62,52,54,63,67,67,43,68,54,67,57,50,55,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,213
867,Kenrich Williams,3-Level Scorer,SF,75,75,74,58,66,59,61,75,76,"2,508",93,79,77,53,75,75,66,66,63,72,80,90,80,70,40,65,40,52,54,55,90,69,69,63,69,60,62,63,59,47,75,60,60,45,60,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,198
868,Mike Muscala,Stretch Five,C,75,83,65,65,47,58,58,70,76,"2,426",88,76,86,80,85,80,43,37,76,58,79,80,79,64,75,60,68,64,66,59,64,60,42,40,60,32,68,53,43,80,54,67,54,45,42,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,208
869,David Nwaba,Hybrid Defender,SF,74,64,79,57,54,76,69,55,76,"2,537",62,70,73,64,75,40,70,72,68,80,85,97,81,79,50,75,40,38,44,54,72,60,65,67,44,36,69,79,66,68,79,82,84,80,62,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,99,196
870,Jeremiah Robinson-Earl,Inside-Out Scorer,PF,73,73,71,68,57,53,67,75,78,"2,470",80,66,79,67,78,65,62,62,60,69,80,85,80,79,75,75,64,65,66,50,70,65,69,55,66,32,66,40,41,52,58,66,52,45,60,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,203
871,Aaron Wiggins,Interior Finisher,SG,73,78,73,52,63,48,49,85,76,"2,346",92,70,73,77,80,75,84,84,45,72,80,65,80,80,35,45,38,40,39,60,76,64,70,75,68,36,35,59,40,45,73,47,40,45,46,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,193
872,Marquese Chriss,Glass-Cleaning Finisher,C,73,58,76,75,47,61,78,40,73,"2,465",71,74,75,77,25,25,71,70,66,86,80,80,78,68,90,85,79,54,72,65,84,29,50,57,64,34,57,58,56,71,60,78,68,40,73,82,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,206
873,Ousmane Dieng,Pass-First Wing,PF,72,68,76,58,69,50,57,70,82,"2,418",65,73,72,75,70,50,78,78,49,79,88,80,80,69,45,75,45,48,48,47,90,69,70,75,70,62,54,62,37,30,73,54,52,40,55,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,208
874,Jalen Williams,3PT Shooter,SG,72,67,80,59,74,50,36,60,81,"2,410",60,74,77,80,60,50,88,88,50,83,90,80,80,72,25,80,47,50,50,59,87,72,79,83,68,68,35,54,41,52,72,52,52,40,31,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,198
875,Trey Burke,Slashing Playmaker,SG,71,82,74,47,80,49,37,30,75,"2,360",88,73,74,88,81,85,80,80,41,70,85,85,80,74,25,30,28,45,35,55,85,80,86,80,84,70,48,63,42,25,68,54,60,35,30,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,83,183
